Player,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Nicolae Stanciu,"MF,FW",ro Romania,30,1993,4,4,353,3.9,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,2,10,3,0.25,0,0.25,0.25,0.25,0.05,0.07,0.12,0.05,0.12,Matches
Jindřich Staněk,GK,cz Czechia,27,1996,3,3,234,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Josip Stanišić,DF,hr Croatia,23,2000,2,2,180,2,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,3,8,9,0,0,0,0,0,0.09,0.02,0.11,0.09,0.11,Matches
Renato Steffen,DF,ch Switzerland,32,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Taras Stepanenko,MF,ua Ukraine,34,1989,2,1,82,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,5,3,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
Leonidas Stergiou,DF,ch Switzerland,21,2002,3,0,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
Petar Stojanović,MF,si Slovenia,28,1995,4,4,316,3.5,0,0,0,0,0,0,1,0,0,0,0.2,0.2,7,11,9,0,0,0,0,0,0.01,0.05,0.06,0.01,0.06,Matches
John Stones,DF,eng England,29,1994,7,7,690,7.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,21,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
Thomas Strakosha,GK,al Albania,28,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dávid Strelec,FW,sk Slovakia,22,2001,4,2,182,2,0,1,1,0,0,0,0,0,0.7,0.7,0.8,1.5,0,2,6,0,0.49,0.49,0,0.49,0.34,0.42,0.76,0.34,0.76,Matches
Callum Styles,MF,hu Hungary,23,2000,1,1,60,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Luka Sučić,"FW,MF",hr Croatia,21,2002,3,1,140,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1,6,7,5,0,0,0,0,0,0.37,0.27,0.64,0.37,0.64,Matches
Heorhiy Sudakov,MF,ua Ukraine,21,2002,3,3,262,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,6,15,11,0,0,0,0,0,0.17,0.06,0.23,0.17,0.23,Matches
Pavel Šulc,MF,cz Czechia,23,2000,1,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,0,2,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
Tomáš Suslov,"FW,MF",sk Slovakia,21,2002,4,0,126,1.4,0,0,0,0,0,0,1,0,0,0,0.1,0.1,6,6,10,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
Josip Šutalo,DF,hr Croatia,23,2000,3,3,270,3,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,1,10,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
Oleksandr Svatok,DF,ua Ukraine,29,1994,1,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
Karol Świderski,FW,pl Poland,27,1997,3,0,90,1,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,0,0,6,0,0,0,0,0,0.29,0.61,0.9,0.29,0.9,Matches
Serhiy Sydorchuk,MF,ua Ukraine,32,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Attila Szalai,DF,hu Hungary,26,1998,2,1,95,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,8,2,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
Wojciech Szczęsny,GK,pl Poland,33,1990,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dominik Szoboszlai,MF,hu Hungary,23,2000,3,3,270,3,0,1,1,0,0,0,1,0,0.3,0.3,1.2,1.5,6,8,10,0,0.33,0.33,0,0.33,0.09,0.39,0.49,0.09,0.49,Matches
Sebastian Szymański,MF,pl Poland,24,1999,2,2,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0.1,3,8,3,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
Dušan Tadić,MF,rs Serbia,35,1988,3,1,156,1.7,0,0,0,0,0,0,1,0,0,0,0.6,0.6,4,4,17,0,0,0,0,0,0,0.34,0.34,0,0.34,Matches
Jonathan Tah,DF,de Germany,27,1996,4,4,319,3.5,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,15,1,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
Maksym Talovierov,MF,ua Ukraine,23,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Aurélien Tchouaméni,MF,fr France,24,2000,5,5,470,5.2,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,9,56,5,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12,Matches
Arthur Theate,DF,be Belgium,23,2000,3,3,256,2.8,0,0,0,0,0,0,0,0,0,0,0,0.1,5,9,4,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
Marcus Thuram,FW,fr France,26,1997,4,3,260,2.9,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,7,6,18,0,0,0,0,0,0.27,0.03,0.29,0.27,0.29,Matches
Youri Tielemans,MF,be Belgium,26,1997,3,2,148,1.6,1,0,1,1,0,0,1,0,0.1,0.1,0,0.1,3,15,1,0.61,0,0.61,0.61,0.61,0.07,0.01,0.08,0.07,0.08,Matches
Kieran Tierney,DF,sct Scotland,26,1997,2,2,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,Matches
Ivan Toney,FW,eng England,27,1996,3,0,45,0.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0,2,2,0,2,3.27,6.96,10.23,3.27,10.23,Matches
Ferrán Torres,"FW,MF",es Spain,23,2000,5,1,155,1.7,1,0,1,1,0,0,1,0,0.6,0.6,0.1,0.8,4,2,15,0.58,0,0.58,0.58,0.58,0.45,0.09,0.54,0.45,0.54,Matches
Cenk Tosun,FW,tr Türkiye,32,1991,2,0,25,0.3,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,1,0,1,3.6,0,3.6,3.6,3.6,1.15,0,1.15,1.15,1.15,Matches
Gernot Trauner,DF,at Austria,31,1992,2,1,90,1,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,0,8,0,1,0,1,1,1,0.08,0,0.08,0.08,0.08,Matches
Kieran Trippier,DF,eng England,33,1990,6,6,450,5,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,2,29,27,0,0,0,0,0,0.02,0.17,0.19,0.02,0.19,Matches
Leandro Trossard,FW,be Belgium,29,1994,3,2,169,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,5,5,8,0,0,0,0,0,0.13,0.06,0.19,0.13,0.19,Matches
Anatolii Trubin,GK,ua Ukraine,22,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Heorhii Tsitaishvili,"DF,MF",ge Georgia,23,2000,4,2,190,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,5,3,15,0,0,0,0,0,0.08,0.07,0.15,0.08,0.15,Matches
Viktor Tsyhankov,FW,ua Ukraine,26,1997,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,1,6,0,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
Ľubomír Tupta,MF,sk Slovakia,25,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,Matches
Oleksandr Tymchyk,DF,ua Ukraine,27,1997,3,2,199,2.2,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Deniz Undav,MF,de Germany,27,1996,1,0,7,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dayot Upamecano,DF,fr France,25,1998,6,6,570,6.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,3,28,2,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches
Kacper Urbanski,"FW,MF",pl Poland,19,2004,3,2,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,4,0,0,0,0,0,0.08,0.03,0.11,0.08,0.11,Matches
Virgil van Dijk,DF,nl Netherlands,32,1991,6,6,540,6,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0,20,0,0,0,0,0,0,0.08,0.02,0.1,0.08,0.1,Matches
Vladyslav Vanat,FW,ua Ukraine,22,2002,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
Barnabás Varga,FW,hu Hungary,30,1994,3,3,249,2.8,1,0,1,1,0,0,1,0,1.2,1.2,0.1,1.3,1,7,11,0.36,0,0.36,0.36,0.36,0.44,0.03,0.47,0.44,0.47,Matches
Ruben Vargas,"MF,FW",ch Switzerland,25,1998,5,4,306,3.4,1,1,2,1,0,0,0,0,0.7,0.7,1.1,1.8,13,12,21,0.29,0.29,0.59,0.29,0.59,0.2,0.32,0.53,0.2,0.53,Matches
Denis Vavro,DF,sk Slovakia,27,1996,4,4,390,4.3,0,0,0,0,0,0,1,0,0,0,0,0,1,15,2,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
Joey Veerman,MF,nl Netherlands,25,1998,6,2,209,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.4,1,17,1,0,0,0,0,0,0.07,0.13,0.19,0.07,0.19,Matches
Miloš Veljković,DF,rs Serbia,28,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,5,27,3,0,0,0,0,0,0,0,0,0,0,Matches
Micky van de Ven,DF,nl Netherlands,22,2001,4,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,Matches
Benjamin Verbič,MF,si Slovenia,30,1993,3,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0.1,0.2,2,1,3,0,0,0,0,0,0.05,0.27,0.31,0.05,0.31,Matches
Bart Verbruggen,GK,nl Netherlands,21,2002,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jan Vertonghen,DF,be Belgium,36,1987,3,3,270,3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,3,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
Jannik Vestergaard,DF,dk Denmark,31,1992,4,4,360,4,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,1,15,2,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
Žan Vipotnik,FW,si Slovenia,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Vitinha,MF,pt Portugal,23,2000,4,4,358,4,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.8,7,28,9,0,0,0,0,0,0.16,0.03,0.19,0.16,0.19,Matches
Daniel Vivian,DF,es Spain,24,1999,2,1,123,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
Dušan Vlahović,"MF,FW",rs Serbia,24,2000,3,2,177,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,2,8,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
Stefan de Vrij,DF,nl Netherlands,31,1992,6,6,540,6,1,0,1,1,0,0,0,0,0.3,0.3,0,0.3,2,26,2,0.17,0,0.17,0.17,0.17,0.05,0,0.05,0.05,0.05,Matches
Kyle Walker,DF,eng England,33,1990,7,7,690,7.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,14,50,24,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Ollie Watkins,FW,eng England,28,1995,3,0,62,0.7,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,0,0,2,1.45,0,1.45,1.45,1.45,0.45,0,0.45,0.45,0.45,Matches
Wout Weghorst,FW,nl Netherlands,31,1992,6,0,138,1.5,1,1,2,1,0,0,1,0,0.6,0.6,0.3,0.9,0,0,8,0.65,0.65,1.3,0.65,1.3,0.42,0.17,0.6,0.42,0.6,Matches
Andreas Weimann,FW,at Austria,32,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Silvan Widmer,DF,ch Switzerland,30,1993,4,3,299,3.3,0,0,0,0,0,0,3,0,0.3,0.3,0,0.3,2,3,15,0,0,0,0,0,0.1,0.01,0.11,0.1,0.11,Matches
Georginio Wijnaldum,MF,nl Netherlands,33,1990,3,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
Nico Williams,FW,es Spain,21,2002,6,6,492,5.5,2,1,3,2,0,0,0,0,1,1,1.6,2.6,32,21,67,0.37,0.18,0.55,0.37,0.55,0.18,0.3,0.48,0.18,0.48,Matches
Patrick Wimmer,"FW,MF",at Austria,22,2001,3,1,138,1.5,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,5,4,10,0,0,0,0,0,0.11,0.04,0.15,0.11,0.15,Matches
Jonas Wind,FW,dk Denmark,24,1999,4,3,193,2.1,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.2,0,2,21,0,0.47,0.47,0,0.47,0.21,0.37,0.58,0.21,0.58,Matches
Florian Wirtz,"FW,MF",de Germany,20,2003,5,3,279,3.1,2,0,2,2,0,0,1,0,0.6,0.6,0.8,1.4,17,20,34,0.65,0,0.65,0.65,0.65,0.23,0.27,0.5,0.23,0.5,Matches
Maximilian Wöber,DF,at Austria,25,1998,3,2,175,1.9,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,7,2,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
Granit Xhaka,MF,ch Switzerland,31,1992,5,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,8,36,7,0,0,0,0,0,0.04,0.07,0.11,0.04,0.11,Matches
Lamine Yamal,FW,es Spain,16,2007,7,6,503,5.6,1,4,5,1,0,0,1,0,1.8,1.8,2.8,4.6,31,23,43,0.18,0.72,0.89,0.18,0.89,0.33,0.5,0.83,0.33,0.83,Matches
Roman Yaremchuk,FW,ua Ukraine,28,1995,3,1,121,1.3,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.6,3,3,11,0.74,0,0.74,0.74,0.74,0.33,0.11,0.44,0.33,0.44,Matches
Andriy Yarmolenko,"FW,MF",ua Ukraine,34,1989,3,1,104,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,4,6,11,0,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
Yusuf Yazıcı,"MF,FW",tr Türkiye,27,1997,2,0,57,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,3,2,0,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
Kenan Yıldız,"FW,MF",tr Türkiye,18,2005,5,4,345,3.8,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,12,6,23,0,0,0,0,0,0.18,0.02,0.2,0.18,0.2,Matches
Okay Yokuşlu,"MF,DF",tr Türkiye,29,1994,3,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
İsmail Yüksek,MF,tr Türkiye,25,1999,3,2,152,1.7,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,2,4,2,0,0.59,0.59,0,0.59,0.04,0.09,0.12,0.04,0.12,Matches
Illia Zabarnyi,DF,ua Ukraine,21,2002,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,14,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
Mattia Zaccagni,"MF,FW",it Italy,28,1995,3,0,82,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0.4,0.6,2,3,14,1.1,0,1.1,1.1,1.1,0.24,0.43,0.67,0.24,0.67,Matches
Denis Zakaria,MF,ch Switzerland,27,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Matches
Nicola Zalewski,DF,pl Poland,22,2002,3,3,247,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,11,14,9,0,0,0,0,0,0.04,0.04,0.09,0.04,0.09,Matches
Piotr Zieliński,MF,pl Poland,29,1994,3,3,253,2.8,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.8,16,10,11,0,0.36,0.36,0,0.36,0.16,0.14,0.3,0.16,0.3,Matches
Oleksandr Zinchenko,DF,ua Ukraine,27,1996,3,2,213,2.4,0,1,1,0,0,0,0,0,0,0,0.2,0.3,3,11,6,0,0.42,0.42,0,0.42,0.02,0.1,0.12,0.02,0.12,Matches
Joshua Zirkzee,"FW,DF",nl Netherlands,22,2001,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches
Andrija Živković,DF,rs Serbia,27,1996,3,3,244,2.7,0,0,0,0,0,0,0,0,0,0,0.7,0.7,8,12,16,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
Budu Zivzivadze,"FW,MF",ge Georgia,29,1994,2,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,1,0,0,0,0,0,0.45,0,0.45,0.45,0.45,Matches
Steven Zuber,MF,ch Switzerland,32,1991,2,0,77,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,7,0,0,0,0,0,0.39,0.04,0.42,0.39,0.42,Matches
Martín Zubimendi,MF,es Spain,24,1999,4,1,141,1.6,0,0,0,0,0,0,0,0,0,0,0,0,5,17,3,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
Oleksandr Zubkov,FW,ua Ukraine,27,1996,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,Matches
